trial_id,scenario,path_len_m,obstacles_seen,grasp_attempts,doors_opened,avg_speed,room_type,task_duration_sec,reachable_object,success,action_count_total,move_actions,rotate_actions,open_actions,pickup_actions,put_actions,collision_count,cupboard_open_init,clutter_level,distractors_level,strategy_hint
194,S3_fridge,3.25,7,3,0,1.172639130343941,kitchen,2.7715261378381246,1,0,32,13,12,0,3,4,0,0,0.22,0.1,cautious
195,S3_fridge,5.5,5,2,1,1.7479525464578056,kitchen,3.146538509380962,1,1,43,22,16,1,2,2,2,0,0.22,0.1,direct
196,S3_fridge,7.0,11,2,3,1.9016012624828764,kitchen,3.681108199760166,1,1,54,28,18,3,2,3,1,0,0.22,0.1,cautious
197,S3_fridge,4.75,5,1,1,1.470549154695123,kitchen,3.230085838908784,1,1,45,19,23,1,1,1,1,0,0.22,0.1,direct
198,S3_fridge,6.75,9,1,1,1.564452619523034,kitchen,4.314608135628883,1,1,55,27,24,1,1,2,1,1,0.22,0.1,direct
199,S3_fridge,6.25,12,1,1,1.7574137550204292,kitchen,3.5563622864254563,1,0,46,25,18,1,1,1,0,0,0.22,0.1,direct
200,S3_fridge,4.75,3,1,0,1.9864245012692583,kitchen,2.3912310772269016,1,0,34,19,11,0,1,3,1,0,0.22,0.1,cautious
201,S3_fridge,3.25,6,5,1,1.122365999183928,kitchen,2.8956686164433654,0,0,34,13,15,1,5,0,2,0,0.22,0.1,detour
202,S3_fridge,5.5,4,5,1,1.4114601877438506,kitchen,3.8966738472386377,0,0,47,22,19,1,5,0,0,0,0.22,0.1,lost
203,S3_fridge,7.75,8,1,2,1.548315795124756,kitchen,5.0054388286955,1,0,63,31,28,2,1,1,2,1,0.22,0.1,cautious
204,S3_fridge,4.25,7,2,0,1.6932582748540324,kitchen,2.509953775578845,1,1,37,17,17,0,2,1,0,0,0.22,0.1,cautious
205,S3_fridge,6.5,7,6,1,1.361522653476704,kitchen,4.77406672845434,0,0,57,26,24,1,6,0,1,1,0.22,0.1,detour
206,S3_fridge,6.5,8,1,0,1.7133274336892754,kitchen,3.793787382487464,1,1,44,26,16,0,1,1,2,0,0.22,0.1,direct
207,S3_fridge,3.75,6,3,0,1.3169297689937725,kitchen,2.8475322589641703,1,1,32,15,12,0,3,2,2,1,0.22,0.1,direct
208,S3_fridge,2.0,5,1,1,1.2691164478939436,kitchen,1.5758995191646388,1,0,20,8,6,1,1,4,0,0,0.22,0.1,detour
209,S3_fridge,4.0,3,1,1,1.8571865360589068,kitchen,2.153795497833141,1,1,36,16,16,1,1,2,1,1,0.22,0.1,detour
210,S3_fridge,3.0,4,2,1,1.3916995984706575,kitchen,2.1556376126692194,1,1,30,12,14,1,2,1,0,0,0.22,0.1,lost
211,S4_table,7.0,9,1,1,1.6778212183540944,kitchen,4.172077408144144,1,1,55,28,23,1,1,2,1,1,0.3,0.12,cautious
212,S4_table,4.5,6,2,1,1.4376887678220769,kitchen,3.130023758074532,1,1,40,18,18,1,2,1,1,0,0.3,0.12,cautious
213,S4_table,6.25,4,4,1,1.6089833339205624,kitchen,3.884440483774812,0,0,44,25,14,1,4,0,1,0,0.3,0.12,lost
214,S4_table,5.0,3,1,2,1.557319340277337,kitchen,3.210645286861697,1,0,43,20,18,2,1,2,1,0,0.3,0.12,direct
215,S4_table,4.5,8,5,2,1.6783177370406437,kitchen,2.681256296519152,1,0,36,18,10,2,5,1,0,0,0.3,0.12,cautious
216,S4_table,5.0,7,2,1,1.3946241185428554,kitchen,3.5851954182637744,1,0,45,20,19,1,2,3,1,0,0.3,0.12,direct
217,S4_table,6.75,7,1,0,1.7644167626269176,kitchen,3.8256267696926622,1,0,47,27,16,0,1,3,1,0,0.3,0.12,detour
218,S4_table,3.0,8,1,2,1.5241551714799444,kitchen,1.9683035271841909,1,0,26,12,9,2,1,2,0,0,0.3,0.12,direct
219,S4_table,5.75,3,5,1,1.4067414503287778,kitchen,4.087460420432008,0,0,43,23,14,1,5,0,3,0,0.3,0.12,direct
220,S4_table,5.5,4,2,0,1.625856620807915,kitchen,3.382832120379077,1,1,44,22,18,0,2,2,1,0,0.3,0.12,direct
221,S4_table,7.25,5,2,1,2.008064883727833,kitchen,3.6104411061364106,1,1,52,29,19,1,2,1,0,0,0.3,0.12,cautious
222,S4_table,5.5,10,1,1,1.6649004837878658,kitchen,3.3035007518808466,1,0,38,22,13,1,1,1,1,0,0.3,0.12,detour
223,S4_table,5.25,6,1,1,1.62960308394577,kitchen,3.2216433877187667,1,0,44,21,20,1,1,1,1,0,0.3,0.12,detour
224,S4_table,6.0,6,6,2,1.3339315041929871,kitchen,4.497982078644982,1,0,47,24,12,2,6,3,2,0,0.3,0.12,direct
225,S4_table,6.0,11,2,1,1.7126540827878889,kitchen,3.5033344212937,1,1,48,24,20,1,2,1,0,0,0.3,0.12,cautious
226,S4_table,6.25,12,3,1,1.4400587737302946,kitchen,4.34010063617761,1,1,48,25,18,1,3,1,1,0,0.3,0.12,cautious
227,S4_table,6.75,12,3,2,1.3620702384141905,kitchen,4.955691571279601,1,1,64,27,29,2,3,3,2,0,0.3,0.12,detour
228,S4_table,5.75,7,4,1,1.231629368631304,kitchen,4.668612284221438,1,1,55,23,26,1,4,1,3,1,0.3,0.12,cautious
229,S4_table,4.5,4,4,0,1.314990585335041,kitchen,3.4220777321028986,1,1,39,18,16,0,4,1,3,1,0.3,0.12,detour
230,S4_table,7.5,10,2,1,1.7468246116381552,kitchen,4.293504883107053,0,0,62,30,29,1,2,0,0,0,0.3,0.12,direct
231,S4_table,5.25,6,2,0,1.3237377645600514,kitchen,3.9660423239076015,1,1,46,21,21,0,2,2,1,0,0.3,0.12,cautious
232,S4_table,4.5,6,4,2,1.6318168263768726,kitchen,2.757662457735138,1,0,34,18,8,2,4,2,0,0,0.3,0.12,direct
233,S4_table,4.5,2,2,0,1.6224398849774606,kitchen,2.77360045303775,1,0,37,18,16,0,2,1,1,0,0.3,0.12,detour
234,S4_table,3.0,4,3,1,1.3459067266668794,kitchen,2.2289806125194582,1,1,27,12,10,1,3,1,0,1,0.3,0.12,detour
235,S4_table,5.75,4,6,1,1.5536903203877206,kitchen,3.700866205155412,0,0,48,23,18,1,6,0,0,0,0.3,0.12,direct
236,S4_table,5.25,8,5,1,1.4266797535190765,kitchen,3.679872786482213,0,0,39,21,12,1,5,0,1,0,0.3,0.12,direct
237,S4_table,3.5,3,3,1,1.2166291909100035,kitchen,2.876800939966023,1,1,37,14,18,1,3,1,0,0,0.3,0.12,direct
238,S4_table,4.75,8,5,2,1.3147774499619194,kitchen,3.612778725507938,0,0,41,19,15,2,5,0,0,0,0.3,0.12,cautious
239,S4_table,4.75,5,6,1,1.21897053863995,kitchen,3.896730765371695,0,0,49,19,23,1,6,0,0,0,0.3,0.12,direct
240,S4_table,4.5,8,2,1,1.577571369575443,kitchen,2.852485844244906,1,1,35,18,12,1,2,2,1,1,0.3,0.12,direct
241,S4_table,7.25,9,6,0,1.4670037825985338,kitchen,4.9420458801803,0,0,57,29,22,0,6,0,1,0,0.3,0.12,direct
242,S4_table,8.75,14,3,1,1.5546383362714862,kitchen,5.62831868728084,1,1,69,35,28,1,3,2,0,0,0.3,0.12,cautious
243,S4_table,6.5,7,1,2,1.9759941572206408,kitchen,3.2894834107923963,1,0,49,26,17,2,1,3,1,1,0.3,0.12,direct
244,S4_table,10.0,5,2,0,2.075759403692897,kitchen,4.817514005818507,1,0,74,40,30,0,2,2,0,0,0.3,0.12,detour
245,S4_table,4.0,5,3,1,1.3228744062764066,kitchen,3.0237186395185454,1,1,39,16,18,1,3,1,3,0,0.3,0.12,detour
246,S4_table,7.0,10,5,0,1.3901341581890592,kitchen,5.035485214692491,0,0,53,28,20,0,5,0,0,0,0.3,0.12,direct
247,S4_table,6.75,9,6,1,1.3726115553176828,kitchen,4.917633086979042,0,0,59,27,25,1,6,0,2,0,0.3,0.12,direct
248,S4_table,7.25,8,2,1,1.8915295481577847,kitchen,3.8328769471568567,1,0,57,29,22,1,2,3,0,1,0.3,0.12,direct
249,S4_table,9.0,5,4,0,1.8249395119607528,kitchen,4.931670305242179,1,0,73,36,32,0,4,1,1,0,0.3,0.12,direct
250,S4_table,4.75,3,2,1,1.555724689554865,kitchen,3.0532394529003093,1,1,41,19,18,1,2,1,0,1,0.3,0.12,direct
251,S4_table,6.25,14,6,1,1.6305669640268468,kitchen,3.833022585325172,0,0,44,25,12,1,6,0,0,0,0.3,0.12,detour
252,S4_table,3.75,5,1,1,1.35297084691149,kitchen,2.771678346625396,1,0,35,15,15,1,1,3,0,0,0.3,0.12,cautious
253,S4_table,5.5,4,1,1,1.551924734646667,kitchen,3.543986301147657,1,1,45,22,20,1,1,1,0,0,0.3,0.12,direct
254,S4_table,6.5,10,2,1,1.5220238389663063,kitchen,4.270629561501824,1,1,55,26,24,1,2,2,1,0,0.3,0.12,direct
255,S4_table,5.5,8,1,1,1.3950898278278328,kitchen,3.942398468035244,1,0,46,22,19,1,1,3,1,0,0.3,0.12,direct
256,S4_table,2.75,9,2,1,1.1953904764151302,kitchen,2.3005035210310574,1,1,24,11,9,1,2,1,0,0,0.3,0.12,detour
257,S4_table,6.5,8,3,1,1.7001293890980569,kitchen,3.823238420370078,1,0,56,26,25,1,3,1,2,1,0.3,0.12,cautious
258,S4_table,5.5,6,6,1,1.4050081397942515,kitchen,3.914568068484938,1,1,50,22,19,1,6,2,2,0,0.3,0.12,lost
259,S4_table,5.0,3,3,1,1.395068600578013,kitchen,3.584053141134687,1,0,45,20,19,1,3,2,0,0,0.3,0.12,detour
260,S4_table,8.0,5,5,1,0.4642815470124158,kitchen,17.230923889779458,0,0,67,32,29,1,5,0,7,0,0.3,0.12,cautious
261,S4_table,4.75,3,3,1,1.2898042781824923,kitchen,3.682729294938755,1,1,43,19,19,1,3,1,0,1,0.3,0.12,direct
262,S4_table,5.0,2,4,1,1.4787806481542467,kitchen,3.381164073414671,0,0,38,20,13,1,4,0,2,1,0.3,0.12,direct
263,S4_table,8.0,13,6,2,1.2872297052681936,kitchen,6.2148969739112765,1,1,70,32,29,2,6,1,0,0,0.3,0.12,direct
264,S4_table,6.75,7,1,1,2.0773890190833275,kitchen,3.2492710503391984,1,1,49,27,18,1,1,2,0,0,0.3,0.12,cautious
265,S4_table,4.5,9,3,2,1.409159700922822,kitchen,3.1933924856445066,1,1,36,18,12,2,3,1,2,0,0.3,0.12,detour
266,S4_table,6.25,5,1,1,1.6750685118433266,kitchen,3.7311906682086673,1,0,46,25,16,1,1,3,0,0,0.3,0.12,cautious
267,S4_table,6.25,11,1,1,1.7564565056144543,kitchen,3.55830046461275,1,1,44,25,16,1,1,1,1,1,0.3,0.12,detour
268,S4_table,5.5,7,3,1,1.4602520794265912,kitchen,3.766472979213102,1,1,48,22,21,1,3,1,0,0,0.3,0.12,detour
269,S4_table,4.0,5,1,1,1.854584784769183,kitchen,2.1568170044584023,1,1,32,16,13,1,1,1,0,0,0.3,0.12,detour
270,S4_table,6.5,10,6,0,1.3583438934638077,kitchen,4.785238871597423,0,0,57,26,25,0,6,0,1,0,0.3,0.12,direct
271,S4_table,6.25,10,4,1,0.2898780301129113,kitchen,21.56079230138808,1,1,53,25,21,1,4,2,2,0,0.3,0.12,cautious
272,S4_table,7.25,10,1,1,1.628349665927561,kitchen,4.452360664114586,1,0,62,29,28,1,1,3,2,0,0.3,0.12,detour
273,S4_table,3.75,5,6,2,1.1817500490994417,kitchen,3.1732598639261367,0,0,35,15,12,2,6,0,0,0,0.3,0.12,direct
274,S4_table,5.25,3,1,1,1.5590980218012844,kitchen,3.3673315767115644,1,1,46,21,21,1,1,2,2,0,0.3,0.12,direct
275,S4_table,5.0,6,2,0,1.7812342888784372,kitchen,2.8070423027552844,0,0,33,20,11,0,2,0,1,1,0.3,0.12,detour
276,S4_table,7.0,9,1,2,1.8413551986512515,kitchen,3.801547906198289,1,0,57,28,25,2,1,1,2,0,0.3,0.12,detour
277,S4_table,5.0,14,6,0,1.2657343884349257,kitchen,3.950275860152995,0,0,44,20,18,0,6,0,1,0,0.3,0.12,direct
278,S4_table,3.5,6,1,0,1.9257267196719476,kitchen,1.8174956831861555,1,1,25,14,9,0,1,1,2,0,0.3,0.12,cautious
279,S4_table,5.25,9,1,1,1.482138817484504,kitchen,3.5421783290922337,1,0,43,21,18,1,1,2,1,0,0.3,0.12,detour
280,S4_table,6.75,8,5,1,1.8488321761982731,kitchen,3.6509533352453474,0,0,49,27,16,1,5,0,0,0,0.3,0.12,direct
281,S5_mw_open,6.5,8,2,1,1.497360377602353,kitchen,4.340972351898425,1,0,52,26,19,1,2,4,0,0,0.28,0.1,cautious
282,S5_mw_open,3.0,5,1,1,1.5851527865627313,kitchen,1.8925620453945289,1,1,22,12,7,1,1,1,1,1,0.28,0.1,detour
283,S5_mw_open,7.5,9,2,1,1.7261598167540244,kitchen,4.344904757488478,1,0,60,30,26,1,2,1,3,0,0.28,0.1,direct
284,S5_mw_open,2.5,0,1,1,1.5829350985184143,kitchen,1.5793446000028266,1,1,22,10,9,1,1,1,0,0,0.28,0.1,direct
285,S5_mw_open,4.25,8,4,0,1.5387799138055855,kitchen,2.761928435554663,0,0,34,17,13,0,4,0,1,1,0.28,0.1,cautious
286,S5_mw_open,3.25,4,5,0,1.0705907984209664,kitchen,3.03570701783864,1,1,30,13,9,0,5,3,3,0,0.28,0.1,cautious
287,S5_mw_open,4.5,6,1,2,1.9085958129485097,kitchen,2.357754307889913,1,1,32,18,10,2,1,1,1,0,0.28,0.1,cautious
288,S5_mw_open,6.25,9,3,1,1.4311347625653317,kitchen,4.3671638503118855,0,0,54,25,25,1,3,0,3,0,0.28,0.1,cautious
289,S5_mw_open,7.5,8,2,1,1.5553847202556412,kitchen,4.82195813185519,1,1,62,30,27,1,2,2,3,1,0.28,0.1,direct
290,S5_mw_open,4.25,12,2,1,1.430415248168871,kitchen,2.9711651951701343,1,1,40,17,18,1,2,2,0,0,0.28,0.1,cautious
291,S5_mw_open,4.0,8,2,1,1.6749601378736998,kitchen,2.388116534568908,1,0,35,16,14,1,2,2,2,0,0.28,0.1,direct
292,S5_mw_open,3.0,6,6,1,1.2995004524058351,kitchen,2.308579419457637,0,0,27,12,8,1,6,0,0,0,0.28,0.1,detour
293,S5_mw_open,4.75,4,1,1,1.780149017652452,kitchen,2.668315940349758,1,1,40,19,17,1,1,2,0,1,0.28,0.1,detour
294,S5_mw_open,5.0,3,4,3,1.1676505381856237,kitchen,4.282103109179693,1,1,52,20,22,3,4,3,1,1,0.28,0.1,detour
295,S5_mw_open,5.5,9,6,2,1.3453114296442152,kitchen,4.088272706829336,0,0,45,22,15,2,6,0,0,0,0.28,0.1,direct
296,S5_mw_open,2.5,4,1,0,1.075246587263544,kitchen,2.325048067683146,1,1,27,10,14,0,1,2,1,0,0.28,0.1,direct
297,S5_mw_open,4.75,4,1,0,1.7696292852236188,kitchen,2.6841780025129767,1,0,33,19,9,0,1,4,0,0,0.28,0.1,direct
298,S5_mw_open,3.5,3,1,1,1.610228535949138,kitchen,2.1736045051126545,1,1,31,14,14,1,1,1,0,0,0.28,0.1,direct
299,S5_mw_open,4.5,4,3,1,0.2493762513907552,kitchen,18.04502223007921,1,0,40,18,15,1,3,3,5,0,0.28,0.1,direct
300,S5_mw_open,7.25,8,1,1,1.8696915080116625,kitchen,3.877645038731586,1,1,54,29,22,1,1,1,1,0,0.28,0.1,direct
301,S5_mw_open,4.5,4,5,2,1.1916208343184036,kitchen,3.776369018064341,1,0,48,18,20,2,5,3,1,0,0.28,0.1,direct
302,S5_mw_open,4.25,5,2,1,1.7286186286633292,kitchen,2.458610551528276,1,1,35,17,14,1,2,1,1,0,0.28,0.1,direct
303,S5_mw_open,5.0,7,2,0,1.3962168726511393,kitchen,3.5811055559771243,1,0,43,20,20,0,2,1,4,0,0.28,0.1,detour
304,S5_mw_open,1.0,3,1,1,0.6006063519213942,kitchen,1.66498405619739,1,1,18,4,8,1,1,4,2,1,0.28,0.1,cautious
305,S5_mw_open,4.5,4,4,1,1.5709923937243035,kitchen,2.8644314370816195,0,0,42,18,19,1,4,0,1,0,0.28,0.1,detour
306,S5_mw_open,5.25,8,5,1,1.1680977208503158,kitchen,4.494486981943828,0,0,53,21,26,1,5,0,1,0,0.28,0.1,detour
307,S5_mw_open,6.0,3,1,2,1.611306856923738,kitchen,3.723685512922741,1,1,55,24,27,2,1,1,0,1,0.28,0.1,cautious
308,S5_mw_open,4.0,4,1,1,1.2929216836994453,kitchen,3.0937682076417605,1,0,37,16,15,1,1,4,1,0,0.28,0.1,cautious
309,S5_mw_open,3.75,6,3,1,1.4237790702491966,kitchen,2.633835598765795,1,1,34,15,14,1,3,1,1,0,0.28,0.1,direct
310,S5_mw_open,4.0,4,5,0,1.2211288181047746,kitchen,3.275657687129282,1,0,41,16,16,0,5,4,0,0,0.28,0.1,direct
311,S5_mw_open,5.25,9,1,1,1.733422887674067,kitchen,3.028689673669032,1,0,37,21,12,1,1,2,0,1,0.28,0.1,detour
312,S5_mw_open,4.75,2,1,1,1.6339173137970788,kitchen,2.9071238549773497,1,1,35,19,13,1,1,1,2,0,0.28,0.1,cautious
313,S5_mw_open,8.25,9,1,0,1.57905425303901,kitchen,5.224646324926612,1,1,63,33,28,0,1,1,1,0,0.28,0.1,direct
314,S5_mw_open,5.25,6,4,1,1.649004466128637,kitchen,3.1837391030998297,1,0,38,21,8,1,4,4,0,1,0.28,0.1,direct
315,S5_mw_open,5.75,10,3,0,1.74120948251982,kitchen,3.302302254682643,1,0,39,23,12,0,3,1,3,0,0.28,0.1,cautious
316,S5_mw_open,4.5,7,1,0,1.2496640835610633,kitchen,3.600967699397046,1,1,43,18,21,0,1,3,2,0,0.28,0.1,direct
317,S5_mw_open,4.25,6,5,1,1.0683857759660351,kitchen,3.9779638550102807,1,0,43,17,19,1,5,1,2,0,0.28,0.1,direct
318,S5_mw_open,4.5,6,1,2,1.53160342151639,kitchen,2.938097380028505,1,1,36,18,14,2,1,1,0,0,0.28,0.1,direct
319,S5_mw_open,6.75,9,6,2,1.382030983608738,kitchen,4.884116260819641,0,0,57,27,22,2,6,0,1,0,0.28,0.1,lost
320,S5_mw_open,4.5,8,2,1,1.4367771324648335,kitchen,3.132009758730024,1,1,41,18,18,1,2,2,1,0,0.28,0.1,direct
321,S5_mw_open,4.75,7,2,1,1.4796389825160745,kitchen,3.210242536272457,1,1,39,19,16,1,2,1,1,0,0.28,0.1,direct
322,S5_mw_open,5.0,10,4,1,1.4967538657946386,kitchen,3.3405626097016694,0,0,41,20,16,1,4,0,0,1,0.28,0.1,cautious
323,S5_mw_open,7.5,5,1,0,1.907958601368637,kitchen,3.9309029004193383,1,0,54,30,20,0,1,3,1,1,0.28,0.1,lost
324,S5_mw_open,5.0,6,2,0,1.6861886587699566,kitchen,2.965267245746634,1,1,34,20,11,0,2,1,0,0,0.28,0.1,direct
325,S5_mw_open,5.25,2,2,1,2.039846257554625,kitchen,2.57372337770873,1,0,35,21,10,1,2,1,1,0,0.28,0.1,detour
326,S5_mw_open,4.25,3,1,1,1.6775410039199856,kitchen,2.533470114929432,1,1,35,17,15,1,1,1,1,0,0.28,0.1,direct
327,S5_mw_open,6.75,7,2,1,1.4526031010493556,kitchen,4.646830228521351,1,1,59,27,28,1,2,1,2,0,0.28,0.1,cautious
328,S5_mw_open,3.5,6,1,1,1.8261597004013408,kitchen,1.9165903175011445,1,0,28,14,11,1,1,1,0,1,0.28,0.1,detour
329,S5_mw_open,4.75,11,6,1,1.103568792678732,kitchen,4.3042174004124885,0,0,43,19,17,1,6,0,2,0,0.28,0.1,cautious
330,S5_mw_open,4.75,6,5,1,1.5457970961369871,kitchen,3.0728483135790925,0,0,44,19,19,1,5,0,1,1,0.28,0.1,cautious
331,S5_mw_open,9.25,7,5,1,1.7552967367254928,kitchen,5.2697642549349695,0,0,72,37,29,1,5,0,1,0,0.28,0.1,lost
332,S5_mw_open,7.75,6,1,1,1.83609881131841,kitchen,4.220905733518293,1,0,63,31,28,1,1,2,1,0,0.28,0.1,direct
333,S5_mw_open,4.0,6,1,2,1.5729090500709946,kitchen,2.543058671968005,1,0,40,16,17,2,1,4,0,1,0.28,0.1,cautious
334,S5_mw_open,4.75,10,6,1,1.283207431817586,kitchen,3.701661853120592,0,0,44,19,18,1,6,0,0,0,0.28,0.1,direct
335,S5_mw_open,7.25,7,6,1,1.5086164022652473,kitchen,4.805727943242456,0,0,57,29,21,1,6,0,1,0,0.28,0.1,direct
336,S5_mw_open,4.75,7,6,1,1.425442943219542,kitchen,3.332297530809285,0,0,41,19,15,1,6,0,1,0,0.28,0.1,direct
337,S5_mw_open,5.25,7,2,1,1.6773020156587044,kitchen,3.130026644568383,1,0,43,21,17,1,2,2,0,0,0.28,0.1,direct
338,S5_mw_open,5.25,14,2,1,1.313964146864017,kitchen,3.995542810304188,1,1,48,21,21,1,2,3,1,0,0.28,0.1,direct
339,S5_mw_open,4.25,5,1,1,1.7778099922120565,kitchen,2.3905816811794938,1,1,31,17,11,1,1,1,2,0,0.28,0.1,lost
340,S5_mw_open,7.5,7,2,1,1.7420921387235402,kitchen,4.305168385350372,1,0,64,30,30,1,2,1,1,0,0.28,0.1,detour
341,S5_mw_open,4.75,6,3,1,2.368167493961128,kitchen,2.0057702895224216,1,0,32,19,8,1,3,1,0,0,0.28,0.1,direct
342,S5_mw_open,9.25,11,2,1,1.5753733496710898,kitchen,5.871624019748231,1,1,72,37,29,1,2,3,2,0,0.28,0.1,direct
343,S5_mw_open,3.25,7,2,1,1.2917783888428742,kitchen,2.5159114195363075,1,1,27,13,10,1,2,1,1,0,0.28,0.1,direct
344,S5_mw_open,4.5,2,2,1,1.4139685442531535,kitchen,3.1825319016392,1,1,35,18,13,1,2,1,4,0,0.28,0.1,lost
345,S5_mw_open,3.75,6,6,1,1.2870606935973112,kitchen,2.9136155106398425,0,0,33,15,11,1,6,0,0,0,0.28,0.1,cautious
346,S5_mw_open,5.75,10,5,2,1.202725133321654,kitchen,4.780809713454482,0,0,60,23,30,2,5,0,2,0,0.28,0.1,direct
347,S5_mw_open,4.25,5,5,1,1.3631094617175632,kitchen,3.117871395775405,0,0,39,17,16,1,5,0,1,0,0.28,0.1,direct
348,S5_mw_open,7.75,11,6,1,1.1667206702921902,kitchen,6.642549667058793,1,0,73,31,34,1,6,1,3,0,0.28,0.1,cautious
349,S5_mw_open,3.75,8,4,1,1.2353209611766602,kitchen,3.0356483196302877,1,1,31,15,9,1,4,2,2,0,0.28,0.1,detour
350,S5_mw_open,6.75,6,1,2,1.970558384549833,kitchen,3.425425023142368,1,0,45,27,14,2,1,1,0,0,0.28,0.1,direct
351,S6_mw_closed,4.0,6,6,0,1.4478017653958155,kitchen,2.762809174297724,0,0,36,16,14,0,6,0,0,0,0.24,0.1,direct
352,S6_mw_closed,3.75,5,1,1,1.3626159385094685,kitchen,2.7520593984112875,1,0,34,15,15,1,1,2,1,0,0.24,0.1,direct
353,S6_mw_closed,5.75,4,3,1,1.89053262464935,kitchen,3.041470919374635,1,0,43,23,15,1,3,1,0,0,0.24,0.1,detour
354,S6_mw_closed,5.75,8,2,2,0.3330978303453391,kitchen,17.262195896138646,1,1,47,23,19,2,2,1,4,0,0.24,0.1,direct
355,S6_mw_closed,3.25,11,2,0,1.2353400593662496,kitchen,2.6308545370635072,1,1,28,13,10,0,2,3,1,0,0.24,0.1,detour
356,S6_mw_closed,4.0,11,2,1,1.426352661099091,kitchen,2.8043555490111105,1,1,35,16,15,1,2,1,0,0,0.24,0.1,direct
357,S6_mw_closed,4.75,10,4,1,1.7261950208785668,kitchen,2.7517168932525555,0,0,36,19,12,1,4,0,0,0,0.24,0.1,direct
358,S6_mw_closed,4.25,6,1,2,2.5452385306984606,kitchen,1.6697845599695995,1,0,27,17,6,2,1,1,1,0,0.24,0.1,direct
359,S6_mw_closed,4.25,6,2,1,1.4246136072985356,kitchen,2.9832650609446194,1,1,31,17,9,1,2,2,1,0,0.24,0.1,direct
360,S6_mw_closed,5.5,9,1,1,1.573937259947473,kitchen,3.494421372414521,1,1,51,22,26,1,1,1,0,0,0.24,0.1,detour
361,S6_mw_closed,3.5,5,1,1,2.3644661601534893,kitchen,1.4802495628750283,1,1,28,14,11,1,1,1,0,0,0.24,0.1,detour
362,S6_mw_closed,4.0,7,6,1,1.3074294596516154,kitchen,3.059438480960848,1,1,34,16,10,1,6,1,0,0,0.24,0.1,direct
363,S6_mw_closed,4.25,4,5,1,1.073033329117186,kitchen,3.9607343823109313,0,0,41,17,18,1,5,0,0,0,0.24,0.1,direct
364,S6_mw_closed,4.75,5,1,1,1.5373695942838217,kitchen,3.0896929519493788,1,1,42,19,20,1,1,1,2,1,0.24,0.1,detour
365,S6_mw_closed,6.25,7,1,2,1.4782157370213456,kitchen,4.228070263000961,1,1,49,25,20,2,1,1,4,0,0.24,0.1,detour
366,S6_mw_closed,7.75,4,1,2,2.0689888586117484,kitchen,3.745791074583215,1,1,59,31,23,2,1,2,0,0,0.24,0.1,detour
367,S6_mw_closed,3.0,6,1,1,1.42460136775567,kitchen,2.105852253059554,1,1,29,12,14,1,1,1,0,1,0.24,0.1,direct
368,S6_mw_closed,5.0,10,1,1,1.456818594660654,kitchen,3.432136312870637,1,0,38,20,13,1,1,3,0,0,0.24,0.1,direct
369,S6_mw_closed,8.25,4,1,1,1.6330835032577882,kitchen,5.051793116238287,1,1,65,33,28,1,1,2,5,1,0.24,0.1,direct
370,S6_mw_closed,3.5,5,1,0,1.3051259089642142,kitchen,2.6817335982378143,1,1,30,14,14,0,1,1,0,0,0.24,0.1,lost
371,S6_mw_closed,4.75,9,1,1,1.318175403360192,kitchen,3.6034658118272143,1,1,45,19,22,1,1,2,1,0,0.24,0.1,detour
372,S6_mw_closed,6.5,10,2,0,1.5535565563446514,kitchen,4.183948098609161,1,1,51,26,21,0,2,2,0,1,0.24,0.1,direct
373,S6_mw_closed,6.0,6,2,1,1.523540351421726,kitchen,3.938195660128703,1,1,50,24,22,1,2,1,0,1,0.24,0.1,detour
374,S6_mw_closed,4.75,12,3,0,1.5751325876934443,kitchen,3.015619153023615,0,0,39,19,17,0,3,0,0,0,0.24,0.1,direct
375,S6_mw_closed,6.5,9,2,0,1.7177845334575697,kitchen,3.7839437213448135,1,0,55,26,24,0,2,3,1,0,0.24,0.1,cautious
376,S6_mw_closed,7.25,10,1,2,1.9097860447125208,kitchen,3.796236766978439,1,1,50,29,17,2,1,1,0,0,0.24,0.1,direct
377,S6_mw_closed,4.75,4,2,1,1.496725658295988,kitchen,3.173594288086063,1,1,46,19,22,1,2,2,0,0,0.24,0.1,detour
378,S6_mw_closed,8.25,15,2,0,1.3836858057048889,kitchen,5.962336222562619,1,0,67,33,30,0,2,2,4,0,0.24,0.1,direct
379,S6_mw_closed,5.5,5,6,0,1.6708597853391665,kitchen,3.291718460315663,0,0,37,22,9,0,6,0,0,1,0.24,0.1,cautious
380,S6_mw_closed,7.5,7,2,2,0.3077186179875776,kitchen,24.372915909503952,0,0,64,30,30,2,2,0,4,0,0.24,0.1,cautious
381,S6_mw_closed,4.75,5,2,1,1.852835245410038,kitchen,2.563638624517212,1,1,29,19,6,1,2,1,0,1,0.24,0.1,cautious
382,S6_mw_closed,5.5,11,3,1,1.6609474914376103,kitchen,3.311362959005736,1,1,43,22,14,1,3,3,0,0,0.24,0.1,detour
383,S6_mw_closed,3.0,1,4,0,1.601555909976337,kitchen,1.873178439361711,1,1,25,12,8,0,4,1,2,1,0.24,0.1,direct
384,S6_mw_closed,4.75,8,2,1,1.8178273491618169,kitchen,2.613009426989961,0,0,34,19,12,1,2,0,2,0,0.24,0.1,lost
