scene,scenario,seed,pipeline_version,scene_policy_version,path_len_m,obstacles_seen,grasp_attempts,doors_opened,avg_speed,room_type,task_duration_sec,reachable_object,placed,success,mw_counter_defined,success_defined,used_fallback,success_rule_name,mw_topology,target_counter_ids,mug_final_counter_ids,matched_target_counter_id,policy_anchor_x,policy_anchor_z,target_center_x,target_center_z,target_zone_radius_m,dist_to_target_center_m,on_target_surface,inside_target_zone,held_after_put,action_count_total,move_actions,rotate_actions,open_actions,pickup_actions,put_actions,collision_count,scene_profile_note,success_rule_note
FloorPlan1_physics,S2_sink,10013,v11.1,scene_profiled_v11_1,3.25,3,1,0,0.874240712,kitchen,3.717511613,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,19,13,4,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10014,v11.1,scene_profiled_v11_1,4.25,3,1,0,0.844758881,kitchen,5.031021391,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,26,17,7,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10015,v11.1,scene_profiled_v11_1,3.75,3,1,0,0.660802701,kitchen,5.674916267,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,32,25,5,0,1,1,10,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10016,v11.1,scene_profiled_v11_1,0.75,3,1,0,0.43141173,kitchen,1.738478458,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,6,3,1,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10017,v11.1,scene_profiled_v11_1,2.25,4,1,1,0.674912218,kitchen,3.333766883,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,16,9,4,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10018,v11.1,scene_profiled_v11_1,4.25,4,1,0,0.887609475,kitchen,4.788141765,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,26,17,7,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10019,v11.1,scene_profiled_v11_1,3.5,4,1,1,0.749670934,kitchen,4.668715086,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,23,14,6,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10020,v11.1,scene_profiled_v11_1,2.75,4,1,1,0.753982642,kitchen,3.647298819,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,18,11,4,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10021,v11.1,scene_profiled_v11_1,1.5,4,1,0,0.585302164,kitchen,2.56277884,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,11,6,3,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10022,v11.1,scene_profiled_v11_1,3.75,3,1,0,0.462926015,kitchen,8.100646493,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,33,25,6,0,1,1,10,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10023,v11.1,scene_profiled_v11_1,2.5,4,1,1,0.703595626,kitchen,3.553177292,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,16,10,3,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10024,v11.1,scene_profiled_v11_1,10.5,5,1,0,1.092623466,kitchen,9.609897942,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,53,42,9,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10025,v11.1,scene_profiled_v11_1,2,3,1,1,0.681409055,kitchen,2.935094544,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,13,8,2,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10026,v11.1,scene_profiled_v11_1,4.25,4,1,0,0.81848193,kitchen,5.192539806,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,28,17,9,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10027,v11.1,scene_profiled_v11_1,2.25,2,1,1,0.388499988,kitchen,5.791505972,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.8473715,1,0,0,30,20,7,1,1,1,11,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10028,v11.1,scene_profiled_v11_1,3.25,3,1,0,0.754525814,kitchen,4.307341037,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,21,13,6,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S2_sink,10029,v11.1,scene_profiled_v11_1,3,4,1,1,0.754147533,kitchen,3.978001478,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,20,12,5,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20000,v11.1,scene_profiled_v11_1,9.75,5,1,0,1.145708627,kitchen,8.510017095,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,50,39,9,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20001,v11.1,scene_profiled_v11_1,6.5,4,1,1,0.952203415,kitchen,6.826272518,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,37,26,8,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20002,v11.1,scene_profiled_v11_1,2.75,4,1,0,0.728986374,kitchen,3.772361319,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,19,11,6,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20003,v11.1,scene_profiled_v11_1,1.25,2,1,0,0.201875474,kitchen,6.191935924,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.8473715,1,0,0,33,25,6,0,1,1,20,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20004,v11.1,scene_profiled_v11_1,10.5,5,1,1,1.119512154,kitchen,9.379085316,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371323,1,0,0,53,42,8,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20005,v11.1,scene_profiled_v11_1,6.75,5,1,1,1.086168473,kitchen,6.214505546,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,36,27,6,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20006,v11.1,scene_profiled_v11_1,5,3,1,0,0.957975818,kitchen,5.219338429,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,27,20,5,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20007,v11.1,scene_profiled_v11_1,4,3,1,0,0.755652157,kitchen,5.293440856,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371323,1,0,0,27,16,9,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20008,v11.1,scene_profiled_v11_1,4.25,3,1,1,0.774683446,kitchen,5.48611181,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,28,17,8,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20009,v11.1,scene_profiled_v11_1,5.5,4,1,0,1.042461862,kitchen,5.275972389,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,28,22,4,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20010,v11.1,scene_profiled_v11_1,5.25,4,1,0,0.983235744,kitchen,5.33951296,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,29,21,6,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20011,v11.1,scene_profiled_v11_1,5.5,4,1,1,0.922638912,kitchen,5.961161976,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,32,22,7,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20012,v11.1,scene_profiled_v11_1,5,3,1,0,0.765582745,kitchen,6.530972693,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,33,25,6,0,1,1,5,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20013,v11.1,scene_profiled_v11_1,6.5,4,1,0,1.075483548,kitchen,6.043793058,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,34,26,6,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20014,v11.1,scene_profiled_v11_1,5.25,3,1,0,0.999593255,kitchen,5.252136281,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,27,21,4,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20015,v11.1,scene_profiled_v11_1,10.25,5,1,0,1.071045131,kitchen,9.57009159,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,53,41,10,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20016,v11.1,scene_profiled_v11_1,3.5,4,1,0,0.774402773,kitchen,4.519611915,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,21,14,5,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20017,v11.1,scene_profiled_v11_1,5.25,4,1,0,0.913295579,kitchen,5.748412805,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,28,21,5,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20018,v11.1,scene_profiled_v11_1,5.5,4,1,0,0.894366329,kitchen,6.149605396,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,32,22,8,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20019,v11.1,scene_profiled_v11_1,4.75,3,1,0,1.014577451,kitchen,4.681751992,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,24,19,3,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20020,v11.1,scene_profiled_v11_1,2.25,2,1,0,0.328295969,kitchen,6.853571819,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.8473715,1,0,0,36,29,5,0,1,1,20,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20021,v11.1,scene_profiled_v11_1,6.25,5,1,1,0.964624068,kitchen,6.479208021,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,34,25,6,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20022,v11.1,scene_profiled_v11_1,4,4,1,1,0.744208489,kitchen,5.374837911,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,26,16,7,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20023,v11.1,scene_profiled_v11_1,7.25,5,1,1,1.026286342,kitchen,7.064305259,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,38,29,6,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20024,v11.1,scene_profiled_v11_1,6.25,4,1,0,1.043817048,kitchen,5.987639321,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,32,25,5,0,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20025,v11.1,scene_profiled_v11_1,9.5,5,1,1,1.06399682,kitchen,8.928598114,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,49,38,8,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
FloorPlan1_physics,S3_fridge,20026,v11.1,scene_profiled_v11_1,9.75,5,1,1,1.031238662,kitchen,9.454649403,1,1,1,0,1,0,adjacent_prep_counter_surface,above_stove,"[""CounterTop|+00.69|+00.95|-02.48"", ""CounterTop|-01.87|+00.95|-01.21""]","[""CounterTop|+00.69|+00.95|-02.48""]",CounterTop|+00.69|+00.95|-02.48,-0.250650033,-2.474099994,0.280000048,-2.474099994,0.3,0.847371385,1,0,0,51,39,9,1,1,1,0,microwave appears above stove burners,"for above-stove microwaves, success means the mug ends up on one of the designated adjacent prep countertops; projected zone is logged for diagnostics only"
